Feature_1,Feature_2,Correlation,Absolute_Correlation
dttl,stcpb,0.5992840454797969,0.5992840454797969
rate,sload,0.5875032723705219,0.5875032723705219
dwin,ct_state_ttl,-0.5784315839810467,0.5784315839810467
dload,dmean,0.5475623963387841,0.5475623963387841
sttl,dmean,-0.5447055389432792,0.5447055389432792
rate,dwin,-0.5286786546186629,0.5286786546186629
dwin,tcprtt,0.5283251811269261,0.5283251811269261
dwin,ackdat,0.5215343104463643,0.5215343104463643
rate,swin,-0.5214694311177006,0.5214694311177006
swin,tcprtt,0.51819278663309,0.51819278663309
swin,ackdat,0.5114424622790849,0.5114424622790849
sjit,djit,0.5034021404832848,0.5034021404832848
swin,ct_dst_sport_ltm,-0.48664812210870995,0.48664812210870995
swin,ct_state_ttl,-0.48616101188234295,0.48616101188234295
dwin,ct_dst_src_ltm,-0.48450993526485026,0.48450993526485026
dwin,ct_dst_sport_ltm,-0.47794697446590995,0.47794697446590995
dwin,ct_srv_dst,-0.47639415390087103,0.47639415390087103
swin,ct_dst_src_ltm,-0.47123908275664117,0.47123908275664117
dwin,synack,0.46818713899573144,0.46818713899573144
swin,ct_srv_dst,-0.4672279574448148,0.4672279574448148
dwin,ct_srv_src,-0.4650353281071028,0.4650353281071028
dwin,dmean,0.46394301381252506,0.46394301381252506
swin,synack,0.4592843171226101,0.4592843171226101
swin,ct_srv_src,-0.45459731893041916,0.45459731893041916
swin,dmean,0.45407176533212845,0.45407176533212845
stcpb,ct_state_ttl,-0.4530963047776747,0.4530963047776747
dtcpb,ct_state_ttl,-0.4513910595583859,0.4513910595583859
swin,ct_src_dport_ltm,-0.44718920683844327,0.44718920683844327
dmean,ct_state_ttl,-0.4454401313373201,0.4454401313373201
dbytes,response_body_len,0.44115546461290756,0.44115546461290756
dwin,ct_src_dport_ltm,-0.4381809191821107,0.4381809191821107
dttl,ct_srv_dst,-0.4379342322607618,0.4379342322607618
dloss,response_body_len,0.431518832770544,0.431518832770544
rate,dttl,-0.4267663172794742,0.4267663172794742
dpkts,dmean,0.42654247004961016,0.42654247004961016
dttl,ct_srv_src,-0.4249636969956756,0.4249636969956756
dtcpb,tcprtt,0.418167126112879,0.418167126112879
rate,ct_state_ttl,0.41741941662875276,0.41741941662875276
stcpb,tcprtt,0.41699774178213866,0.41699774178213866
sttl,dwin,-0.4152483823141435,0.4152483823141435
rate,stcpb,-0.41482534636606094,0.41482534636606094
rate,dtcpb,-0.4145222250492155,0.4145222250492155
dpkts,response_body_len,0.4142171301720303,0.4142171301720303
dloss,dmean,0.4139460406066155,0.4139460406066155
dtcpb,ackdat,0.4113932860387428,0.4113932860387428
stcpb,ackdat,0.4110526977645764,0.4110526977645764
dwin,ct_src_ltm,-0.4097847380437037,0.4097847380437037
dwin,ct_dst_ltm,-0.4096307012598203,0.4096307012598203
swin,ct_src_ltm,-0.4066493962949452,0.4066493962949452
dbytes,dmean,0.4052604691813514,0.4052604691813514
swin,ct_dst_ltm,-0.4041400541038258,0.4041400541038258
ct_state_ttl,ct_dst_src_ltm,0.4021536862650524,0.4021536862650524
rate,sttl,0.40096674997165976,0.40096674997165976
sttl,swin,-0.4009087685871256,0.4009087685871256
sttl,dload,-0.39394251077566705,0.39394251077566705
dttl,ct_dst_src_ltm,-0.3922125659485237,0.3922125659485237
rate,ct_dst_sport_ltm,0.3836721778202977,0.3836721778202977
spkts,dpkts,0.38322051946078217,0.38322051946078217
sttl,ct_dst_src_ltm,0.3807920533971885,0.3807920533971885
dttl,ct_dst_ltm,-0.3807880835806661,0.3807880835806661
stcpb,ct_dst_src_ltm,-0.38063564853201615,0.38063564853201615
dttl,ct_dst_sport_ltm,-0.38043833858806736,0.38043833858806736
dtcpb,ct_dst_src_ltm,-0.3800596019231845,0.3800596019231845
dttl,ct_src_ltm,-0.37897473472427934,0.37897473472427934
rate,ct_dst_src_ltm,0.3760509871901963,0.3760509871901963
stcpb,ct_dst_sport_ltm,-0.37503134849224956,0.37503134849224956
dtcpb,ct_dst_sport_ltm,-0.3747053571668288,0.3747053571668288
dtcpb,ct_srv_dst,-0.374011995626416,0.374011995626416
stcpb,ct_srv_dst,-0.3737275571838003,0.3737275571838003
dtcpb,synack,0.37175699402665907,0.37175699402665907
stcpb,synack,0.3700291275253471,0.3700291275253471
stcpb,ct_srv_src,-0.3654327519732488,0.3654327519732488
dtcpb,ct_srv_src,-0.3651543430604517,0.3651543430604517
rate,ct_srv_dst,0.3641683843361811,0.3641683843361811
stcpb,dmean,0.3637023833587392,0.3637023833587392
dttl,ct_src_dport_ltm,-0.36150684423096124,0.36150684423096124
dtcpb,dmean,0.36041060276572245,0.36041060276572245
rate,ct_srv_src,0.3592951521082448,0.3592951521082448
dload,ct_state_ttl,-0.35868386896199855,0.35868386896199855
sttl,ct_dst_sport_ltm,0.3586320015651672,0.3586320015651672
sload,swin,-0.35576194330372,0.35576194330372
sload,dwin,-0.35422114370922997,0.35422114370922997
rate,ct_src_dport_ltm,0.35093144533938714,0.35093144533938714
dinpkt,djit,0.34836251152558934,0.34836251152558934
ct_state_ttl,ct_dst_sport_ltm,0.34574460131670615,0.34574460131670615
ct_srv_src,ct_state_ttl,0.34422183286945496,0.34422183286945496
stcpb,ct_src_dport_ltm,-0.3438887595806844,0.3438887595806844
dtcpb,ct_src_dport_ltm,-0.34372161618779234,0.34372161618779234
ct_state_ttl,ct_srv_dst,0.34335089568301363,0.34335089568301363
sttl,ct_srv_src,0.334823972520244,0.334823972520244
sttl,ct_srv_dst,0.3287751644374473,0.3287751644374473
sttl,stcpb,-0.3265532141598648,0.3265532141598648
sttl,ct_src_dport_ltm,0.3253019063403146,0.3253019063403146
sttl,dtcpb,-0.3242305051139621,0.3242305051139621
stcpb,ct_src_ltm,-0.32230792721145124,0.32230792721145124
dtcpb,ct_dst_ltm,-0.32133751169828706,0.32133751169828706
stcpb,ct_dst_ltm,-0.3210870054645462,0.3210870054645462
dtcpb,ct_src_ltm,-0.3208412946527448,0.3208412946527448
rate,ct_src_ltm,0.3160105501437806,0.3160105501437806
rate,ct_dst_ltm,0.3151929624915634,0.3151929624915634
ct_state_ttl,ct_src_dport_ltm,0.31321068631733945,0.31321068631733945
ackdat,ct_srv_dst,-0.2932962045663057,0.2932962045663057
tcprtt,ct_srv_dst,-0.2926994419774982,0.2926994419774982
dttl,sload,-0.2852421057184783,0.2852421057184783
ackdat,ct_srv_src,-0.28202120072322046,0.28202120072322046
rate,tcprtt,-0.2819063851921062,0.2819063851921062
tcprtt,ct_srv_src,-0.2809963443997297,0.2809963443997297
ct_state_ttl,ct_dst_ltm,0.2798813406381001,0.2798813406381001
rate,ackdat,-0.2782569231803284,0.2782569231803284
sload,stcpb,-0.27796005562450615,0.27796005562450615
sload,dtcpb,-0.2777420557101455,0.2777420557101455
ct_state_ttl,ct_src_ltm,0.2756499828255928,0.2756499828255928
sload,ct_state_ttl,0.26953417962860665,0.26953417962860665
sttl,sload,0.2690005260611973,0.2690005260611973
rate,dmean,-0.2684698994763696,0.2684698994763696
dmean,ct_dst_src_ltm,-0.2640729466038456,0.2640729466038456
tcprtt,ct_src_ltm,-0.2622385140162286,0.2622385140162286
sttl,ct_src_ltm,0.26120583717485374,0.26120583717485374
tcprtt,ct_dst_ltm,-0.26045885836501914,0.26045885836501914
ackdat,ct_src_ltm,-0.260190329893223,0.260190329893223
dload,dwin,0.2601003533344731,0.2601003533344731
dur,spkts,0.25888964672218684,0.25888964672218684
ackdat,ct_dst_ltm,-0.2586763840213061,0.2586763840213061
ackdat,ct_dst_src_ltm,-0.25581142008074154,0.25581142008074154
synack,ct_srv_dst,-0.2556775769181236,0.2556775769181236
tcprtt,ct_dst_src_ltm,-0.2556741643982928,0.2556741643982928
sttl,ct_dst_ltm,0.25449795827366056,0.25449795827366056
dload,swin,0.25447954796215777,0.25447954796215777
trans_depth,ct_flw_http_mthd,0.2519745275880349,0.2519745275880349
tcprtt,ct_dst_sport_ltm,-0.2500154750316667,0.2500154750316667
rate,synack,-0.2498396872820923,0.2498396872820923
dttl,ct_state_ttl,-0.24808019621771527,0.24808019621771527
ackdat,ct_dst_sport_ltm,-0.2469934907377385,0.2469934907377385
dmean,ct_dst_sport_ltm,-0.24662542963387954,0.24662542963387954
synack,ct_srv_src,-0.2450706366254397,0.2450706366254397
tcprtt,ct_src_dport_ltm,-0.2383043365111509,0.2383043365111509
ackdat,ct_src_dport_ltm,-0.23648011904012592,0.23648011904012592
sload,smean,0.23323112694900397,0.23323112694900397
synack,ct_src_ltm,-0.23126454295922874,0.23126454295922874
dmean,ct_src_dport_ltm,-0.23011987340990284,0.23011987340990284
synack,ct_dst_ltm,-0.2294810846382937,0.2294810846382937
sbytes,smean,0.22409390082022537,0.22409390082022537
synack,ct_dst_src_ltm,-0.22366177741005164,0.22366177741005164
sloss,smean,0.22241484476820123,0.22241484476820123
synack,ct_dst_sport_ltm,-0.22139394508248292,0.22139394508248292
dmean,ct_srv_dst,-0.22030897771453095,0.22030897771453095
dttl,ct_flw_http_mthd,0.21783070674300087,0.21783070674300087
dmean,ct_srv_src,-0.2174683841767873,0.2174683841767873
sttl,is_sm_ips_ports,-0.21085982283943192,0.21085982283943192
synack,ct_src_dport_ltm,-0.21012584886690247,0.21012584886690247
spkts,smean,0.2090044704991652,0.2090044704991652
dur,sloss,0.20722308734952452,0.20722308734952452
dwin,ct_flw_http_mthd,0.20655379854076578,0.20655379854076578
spkts,dloss,0.20471135907801094,0.20471135907801094
dur,sbytes,0.20442192266504136,0.20442192266504136
spkts,dbytes,0.20380354104480122,0.20380354104480122
swin,ct_flw_http_mthd,0.20253317461724532,0.20253317461724532
dload,stcpb,0.20221900039372528,0.20221900039372528
dload,dtcpb,0.20172354068221807,0.20172354068221807
dpkts,sloss,0.1996399970713298,0.1996399970713298
sttl,sinpkt,-0.1984894780943366,0.1984894780943366
dmean,ct_src_ltm,-0.1932529032626384,0.1932529032626384
dmean,ct_dst_ltm,-0.19153320912325505,0.19153320912325505
dmean,response_body_len,0.1896080055211899,0.1896080055211899
smean,ct_dst_sport_ltm,-0.18916517304767894,0.18916517304767894
dur,dpkts,0.18838234036192486,0.18838234036192486
sload,tcprtt,-0.1882591850650696,0.1882591850650696
sload,ackdat,-0.18581697456501187,0.18581697456501187
dttl,smean,0.18563989445206844,0.18563989445206844
dpkts,sbytes,0.18428001678584585,0.18428001678584585
dpkts,sttl,-0.18314159791433848,0.18314159791433848
sload,dmean,-0.1810256964762152,0.1810256964762152
djit,dmean,0.17351535215238983,0.17351535215238983
dpkts,dwin,0.17242659838627947,0.17242659838627947
dpkts,swin,0.16899929210737408,0.16899929210737408
dtcpb,ct_flw_http_mthd,0.16899491459528607,0.16899491459528607
dwin,smean,0.16810692237019384,0.16810692237019384
sload,synack,-0.1668491162076694,0.1668491162076694
smean,ct_srv_dst,-0.16297580462085567,0.16297580462085567
smean,ct_srv_src,-0.16005384341264428,0.16005384341264428
stcpb,ct_flw_http_mthd,0.15948254795413017,0.15948254795413017
swin,smean,0.15923300229042256,0.15923300229042256
dur,djit,0.15885217654927142,0.15885217654927142
smean,ct_src_dport_ltm,-0.15860001685554206,0.15860001685554206
dur,ct_state_ttl,0.15685914213783023,0.15685914213783023
sload,ct_dst_src_ltm,0.15594968067067438,0.15594968067067438
djit,dwin,0.15578013155548903,0.15578013155548903
smean,ct_dst_ltm,-0.1549023070823871,0.1549023070823871
sttl,dloss,-0.1544015930360262,0.1544015930360262
dwin,trans_depth,0.15351261415422834,0.15351261415422834
smean,ct_src_ltm,-0.1530773257962652,0.1530773257962652
djit,swin,0.15270580566569747,0.15270580566569747
dttl,trans_depth,0.15179084591532774,0.15179084591532774
dload,ct_dst_src_ltm,-0.15090069168306647,0.15090069168306647
swin,trans_depth,0.1505244508118464,0.1505244508118464
dur,dbytes,0.14970466783285863,0.14970466783285863
dur,dloss,0.14850567070161644,0.14850567070161644
rate,dload,-0.14820397037181227,0.14820397037181227
spkts,dmean,0.14747221131734223,0.14747221131734223
sload,ct_srv_dst,0.14701348974229306,0.14701348974229306
dur,dinpkt,0.14580299592877355,0.14580299592877355
dttl,sjit,0.1448015788199174,0.1448015788199174
sload,ct_srv_src,0.14434933592215923,0.14434933592215923
dload,ct_dst_sport_ltm,-0.14162976103810293,0.14162976103810293
smean,ct_dst_src_ltm,-0.14098286571965396,0.14098286571965396
dpkts,ct_state_ttl,-0.14027872400765487,0.14027872400765487
dur,sjit,0.14010789665946097,0.14010789665946097
ackdat,ct_flw_http_mthd,0.13827998726606694,0.13827998726606694
dpkts,dload,0.13739495863832624,0.13739495863832624
tcprtt,smean,0.13509628785937594,0.13509628785937594
ackdat,smean,0.13452187455372508,0.13452187455372508
dloss,dwin,0.1339786622397542,0.1339786622397542
tcprtt,ct_flw_http_mthd,0.1332936937458709,0.1332936937458709
dload,ct_src_dport_ltm,-0.1330322914128236,0.1330322914128236
dpkts,stcpb,0.13241053846459014,0.13241053846459014
stcpb,smean,0.1315463791385785,0.1315463791385785
dloss,swin,0.13137121635234747,0.13137121635234747
dtcpb,smean,0.13115242827635706,0.13115242827635706
sttl,ct_flw_http_mthd,-0.13115219743832293,0.13115219743832293
dpkts,dtcpb,0.13052272778544316,0.13052272778544316
dbytes,sttl,-0.12859990308243402,0.12859990308243402
dttl,dmean,0.12855583067899273,0.12855583067899273
dload,tcprtt,-0.12741546449564714,0.12741546449564714
spkts,dwin,0.12733058385887075,0.12733058385887075
dmean,ct_flw_http_mthd,0.127247138538073,0.127247138538073
sjit,tcprtt,0.12652268241432016,0.12652268241432016
dload,ackdat,-0.1261693386679862,0.1261693386679862
spkts,swin,0.12489812947366011,0.12489812947366011
dttl,dload,-0.1241916312135954,0.1241916312135954
djit,stcpb,0.1218340539909346,0.1218340539909346
dload,dloss,0.1212026851250362,0.1212026851250362
djit,dtcpb,0.12099457280320607,0.12099457280320607
ct_srv_src,ct_flw_http_mthd,-0.1208597394585898,0.1208597394585898
stcpb,trans_depth,0.12047897056236441,0.12047897056236441
sjit,ackdat,0.12020234563243874,0.12020234563243874
synack,smean,0.1187309955586372,0.1187309955586372
dur,rate,-0.11862200265039646,0.11862200265039646
ct_flw_http_mthd,ct_srv_dst,-0.11851679774563655,0.11851679774563655
dtcpb,trans_depth,0.118374358825097,0.118374358825097
dwin,is_ftp_login,0.1178087871604243,0.1178087871604243
dwin,ct_ftp_cmd,0.1177589803174041,0.1177589803174041
sjit,synack,0.11611021870827551,0.11611021870827551
swin,is_ftp_login,0.11551560818524319,0.11551560818524319
swin,ct_ftp_cmd,0.1154667708455009,0.1154667708455009
sjit,dwin,0.11546326989685762,0.11546326989685762
sttl,ct_ftp_cmd,-0.11464666112218759,0.11464666112218759
swin,is_sm_ips_ports,-0.11463872757681244,0.11463872757681244
sttl,is_ftp_login,-0.11458413554961815,0.11458413554961815
sjit,swin,0.11370084079681365,0.11370084079681365
dwin,is_sm_ips_ports,-0.11279197767742273,0.11279197767742273
dload,synack,-0.11257923136999733,0.11257923136999733
synack,ct_flw_http_mthd,0.11242742853867503,0.11242742853867503
rate,smean,-0.1121697849270245,0.1121697849270245
sttl,djit,-0.11183897188739743,0.11183897188739743
rate,ct_flw_http_mthd,-0.11000041588488868,0.11000041588488868
dmean,trans_depth,0.1081233629691037,0.1081233629691037
dur,ct_srv_dst,-0.10779348550324461,0.10779348550324461
dloss,ct_state_ttl,-0.1072749592252199,0.1072749592252199
dur,ct_srv_src,-0.10602980805597677,0.10602980805597677
sinpkt,swin,-0.10597595346745016,0.10597595346745016
sinpkt,dwin,-0.10586090144820862,0.10586090144820862
sinpkt,dinpkt,0.10543208005788318,0.10543208005788318
dbytes,dwin,0.10461858823550879,0.10461858823550879
sload,ct_src_dport_ltm,0.10445061541056208,0.10445061541056208
djit,ct_state_ttl,-0.10438086222380591,0.10438086222380591
dttl,djit,0.10402857322877589,0.10402857322877589
dbytes,dload,0.10348730620520186,0.10348730620520186
dbytes,swin,0.10257531011439049,0.10257531011439049
dloss,stcpb,0.10213855928560488,0.10213855928560488
sload,dload,-0.10192446246206878,0.10192446246206878
dloss,dtcpb,0.10083921080191116,0.10083921080191116
ct_dst_src_ltm,ct_flw_http_mthd,-0.0996814717028276,0.0996814717028276
spkts,sttl,-0.09957853033736354,0.09957853033736354
spkts,stcpb,0.09947285337267987,0.09947285337267987
ct_state_ttl,ct_flw_http_mthd,-0.09797881932634449,0.09797881932634449
trans_depth,ct_srv_src,-0.09700542275837647,0.09700542275837647
spkts,dtcpb,0.09678569135879381,0.09678569135879381
trans_depth,ct_srv_dst,-0.09671422457135834,0.09671422457135834
djit,ct_flw_http_mthd,0.09633306863756216,0.09633306863756216
dttl,dinpkt,0.09534711616112562,0.09534711616112562
dpkts,rate,-0.09306514777679203,0.09306514777679203
sload,ct_src_ltm,0.09297845163505296,0.09297845163505296
sinpkt,ct_state_ttl,0.09186778958078975,0.09186778958078975
sjit,dtcpb,0.09103885615053665,0.09103885615053665
dur,ct_dst_src_ltm,-0.09092116141741623,0.09092116141741623
dload,ct_dst_ltm,-0.09046760156131385,0.09046760156131385
dttl,is_sm_ips_ports,-0.09044737198842899,0.09044737198842899
dur,ct_src_dport_ltm,-0.09026688291220848,0.09026688291220848
dttl,is_ftp_login,0.08939438364562247,0.08939438364562247
ackdat,trans_depth,0.08920259854575162,0.08920259854575162
dttl,ct_ftp_cmd,0.08900912359481616,0.08900912359481616
sjit,stcpb,0.08897602555493117,0.08897602555493117
dur,smean,0.08897244866684852,0.08897244866684852
dtcpb,is_ftp_login,0.08893694659338736,0.08893694659338736
stcpb,ct_ftp_cmd,0.08877583050794884,0.08877583050794884
dtcpb,ct_ftp_cmd,0.08873088218700471,0.08873088218700471
stcpb,is_ftp_login,0.0886685167865511,0.0886685167865511
dtcpb,is_sm_ips_ports,-0.08843301892092467,0.08843301892092467
dur,ct_dst_sport_ltm,-0.08842198473814515,0.08842198473814515
stcpb,is_sm_ips_ports,-0.08829066422962295,0.08829066422962295
smean,dmean,-0.08814046315015092,0.08814046315015092
dload,ct_src_ltm,-0.08749765670391657,0.08749765670391657
dpkts,ct_dst_src_ltm,-0.0871760325664389,0.0871760325664389
sinpkt,ct_srv_src,-0.0869953640461805,0.0869953640461805
spkts,response_body_len,0.08597873549615556,0.08597873549615556
ct_srv_src,is_sm_ips_ports,-0.08568552982387594,0.08568552982387594
dinpkt,tcprtt,0.08540731780307682,0.08540731780307682
dpkts,ct_dst_sport_ltm,-0.08494266534399071,0.08494266534399071
rate,djit,-0.08427433480062192,0.08427433480062192
dbytes,ct_state_ttl,-0.08400585054793556,0.08400585054793556
dload,smean,-0.08397434439169925,0.08397434439169925
sinpkt,ct_srv_dst,-0.08381257791645422,0.08381257791645422
sload,ct_dst_sport_ltm,0.08360139104580827,0.08360139104580827
ct_srv_src,is_ftp_login,-0.08338143272977849,0.08338143272977849
ct_srv_src,ct_ftp_cmd,-0.08332968890087196,0.08332968890087196
ct_src_dport_ltm,ct_flw_http_mthd,-0.08331533445476216,0.08331533445476216
sinpkt,stcpb,-0.08313490130838017,0.08313490130838017
sinpkt,dtcpb,-0.08299484611102927,0.08299484611102927
tcprtt,trans_depth,0.08287681926674777,0.08287681926674777
ct_state_ttl,is_sm_ips_ports,0.08265085727167346,0.08265085727167346
trans_depth,ct_dst_src_ltm,-0.08243432342407762,0.08243432342407762
ct_dst_sport_ltm,ct_flw_http_mthd,-0.08241294703799776,0.08241294703799776
ct_srv_dst,is_sm_ips_ports,-0.0820900385170182,0.0820900385170182
spkts,ct_state_ttl,-0.08195711799238949,0.08195711799238949
rate,trans_depth,-0.08173182812031725,0.08173182812031725
dinpkt,ackdat,0.08135879125048517,0.08135879125048517
sload,ct_dst_ltm,0.08132804523909869,0.08132804523909869
ct_dst_ltm,ct_flw_http_mthd,-0.08093232999634244,0.08093232999634244
dur,ct_dst_ltm,-0.0808826982161172,0.0808826982161172
djit,ct_srv_dst,-0.08073115857659113,0.08073115857659113
is_ftp_login,ct_srv_dst,-0.08062656256399756,0.08062656256399756
ct_ftp_cmd,ct_srv_dst,-0.08057237758108157,0.08057237758108157
djit,ct_srv_src,-0.08055263416577271,0.08055263416577271
dttl,sinpkt,-0.08050195896796715,0.08050195896796715
ct_flw_http_mthd,ct_src_ltm,-0.0802301048394237,0.0802301048394237
dur,sinpkt,0.08021349781541463,0.08021349781541463
dur,sload,-0.07920224676593066,0.07920224676593066
dur,ct_src_ltm,-0.07912563034264493,0.07912563034264493
dbytes,stcpb,0.07905292710299353,0.07905292710299353
sloss,dwin,0.0786962950852541,0.0786962950852541
dur,response_body_len,0.07849710785451111,0.07849710785451111
dpkts,ct_src_dport_ltm,-0.07832419459255659,0.07832419459255659
trans_depth,ct_state_ttl,-0.07828468142244746,0.07828468142244746
dinpkt,synack,0.0781933262892404,0.0781933262892404
dload,ct_srv_dst,-0.07809969586504308,0.07809969586504308
sloss,swin,0.07800031155749877,0.07800031155749877
sttl,trans_depth,-0.07785940865581585,0.07785940865581585
dbytes,dtcpb,0.0777455628226512,0.0777455628226512
sinpkt,ct_src_ltm,-0.07660320618018407,0.07660320618018407
sjit,ct_flw_http_mthd,0.07652366709139485,0.07652366709139485
djit,ct_dst_src_ltm,-0.0764783839138077,0.0764783839138077
spkts,dload,0.07548179965514012,0.07548179965514012
ct_src_ltm,is_sm_ips_ports,-0.0740900288749312,0.0740900288749312
spkts,rate,-0.07366839410281704,0.07366839410281704
dpkts,ct_srv_src,-0.07365932831952966,0.07365932831952966
sinpkt,ct_dst_src_ltm,-0.07363615764754308,0.07363615764754308
sload,ct_flw_http_mthd,-0.07351311936730878,0.07351311936730878
djit,is_ftp_login,0.0732891721298815,0.0732891721298815
dpkts,ct_srv_dst,-0.07323785226221377,0.07323785226221377
djit,ct_ftp_cmd,0.07304581900734797,0.07304581900734797
trans_depth,ct_dst_sport_ltm,-0.07282313803991859,0.07282313803991859
djit,tcprtt,0.07277441129174123,0.07277441129174123
djit,ackdat,0.07263594107993401,0.07263594107993401
rate,sinpkt,-0.07241357930920173,0.07241357930920173
dload,ct_srv_src,-0.07207315818402579,0.07207315818402579
spkts,ct_dst_src_ltm,-0.07203617566310347,0.07203617566310347
ct_state_ttl,ct_ftp_cmd,-0.07199138912517002,0.07199138912517002
ct_dst_src_ltm,is_sm_ips_ports,-0.07197358397300231,0.07197358397300231
ct_state_ttl,is_ftp_login,-0.07183917722666111,0.07183917722666111
rate,dloss,-0.07073361119785268,0.07073361119785268
dttl,sloss,0.07032287591370447,0.07032287591370447
smean,ct_state_ttl,-0.07027587105121028,0.07027587105121028
ackdat,ct_state_ttl,-0.07020936035323914,0.07020936035323914
trans_depth,ct_src_dport_ltm,-0.07009909728790248,0.07009909728790248
djit,ct_dst_sport_ltm,-0.0697555517236134,0.0697555517236134
dpkts,ct_src_ltm,-0.06901858900877939,0.06901858900877939
trans_depth,ct_src_ltm,-0.06886189283276371,0.06886189283276371
trans_depth,ct_dst_ltm,-0.06857323903089947,0.06857323903089947
rate,is_sm_ips_ports,-0.06843296072840666,0.06843296072840666
sinpkt,ct_dst_ltm,-0.06775390364798702,0.06775390364798702
djit,ct_src_dport_ltm,-0.06720107449292714,0.06720107449292714
synack,trans_depth,0.06716175344951951,0.06716175344951951
dinpkt,dwin,0.06701748421694624,0.06701748421694624
spkts,ct_dst_sport_ltm,-0.06660400792999434,0.06660400792999434
spkts,ct_srv_dst,-0.06611805502928819,0.06611805502928819
spkts,ct_srv_src,-0.06579965681129521,0.06579965681129521
dloss,ct_dst_src_ltm,-0.06560128360864115,0.06560128360864115
response_body_len,ct_flw_http_mthd,0.06531149454656247,0.06531149454656247
dpkts,ct_dst_ltm,-0.06517673889559082,0.06517673889559082
dinpkt,swin,0.06517146199233312,0.06517146199233312
ct_dst_ltm,is_sm_ips_ports,-0.06499551726985231,0.06499551726985231
dloss,ct_dst_sport_ltm,-0.06457928755241556,0.06457928755241556
djit,synack,0.06381337452118922,0.06381337452118922
spkts,dttl,0.06323409017368706,0.06323409017368706
spkts,ct_src_dport_ltm,-0.06323382926116272,0.06323382926116272
djit,ct_src_ltm,-0.0630666660969527,0.0630666660969527
rate,is_ftp_login,-0.06257157993089899,0.06257157993089899
rate,ct_ftp_cmd,-0.06254301273939414,0.06254301273939414
rate,sjit,-0.06251707395830898,0.06251707395830898
dpkts,sload,-0.06248396846308476,0.06248396846308476
tcprtt,ct_state_ttl,-0.06243649498159838,0.06243649498159838
djit,trans_depth,0.06217952006174473,0.06217952006174473
sloss,stcpb,0.06214991516810838,0.06214991516810838
sloss,dtcpb,0.0597544207672081,0.0597544207672081
tcprtt,is_sm_ips_ports,-0.0596288992293013,0.0596288992293013
